"Year","Region","SiteCode","DensityShootsMean","DensityShootsSd","DensityShootsSe","PercentSeagrassMean","PercentBareMean","PercentOtherMean","EpiphyteBladeAreaMean","EpiphyteDryMassMean","EpiphytePerAreaSe","EpiphytePerAreaMean","LongestBladeLengthMean","LongestBladeLengthSe","LongestBladeWidthMean","SheathLengthMean","SheathLengthSe","PrevalenceMean","SeverityMean","BladeAreaMean","LesionAreaMean","CountBlades","CountBrokenTip","PrevalenceSd","PrevalenceSe","SeveritySd","SeveritySe","BladeAreaSd","BladeAreaSe","SampleDate","SampleJulian","SampleJulian_30","SiteLatitude","SiteLongitude","SalinityMean"
2019,"AK","A",665.5,211.294354746704,8.80393144777934,0.80875,0.184166666666667,0.00458333333333333,11.38107024102,0.0332133333333333,0.00205199516889908,0.00252910480949501,352.233333333333,41.1154719132754,2.68,51.1,7.0290611854945,0.625,0.160617963744756,12.5154540495117,1.56052039932333,120,31,0.486152792664123,0.0443794751560454,0.163714322789238,0.0149450045963913,11.6344756099212,1.06207745604959,2019-07-14 00:00:00,195,165,55.4966938333333,-133.169307083333,31.9
2019,"AK","B",214.833333333333,80.6277903685209,3.35949126535504,0.592916666666667,0.404166666666667,0.01125,32.4928541075133,0.00533333333333333,0.000122861834394999,0.000300702327156578,647.433333333333,37.6650904969787,5.1,94.8333333333333,14.976616511936,0.291666666666667,0.0256633418500801,29.1015902090133,0.233901010508333,120,24,0.456435464587638,0.0416666666666667,0.0186133151511071,0.00169915542970234,15.549197815002,1.41944106573111,2019-07-15 00:00:00,196,166,55.73952525,-133.312174166667,32.6
2019,"AK","C",343,147.051011557214,6.1271254815506,0.8275,0.16,0.0125,21.8900038448467,0.0026,1.64820052944087e-05,0.000145091835107552,520.233333333333,37.956226552433,4.2,110.633333333333,11.7043545618207,0.472,0.0556620376610646,24.5990695261552,0.5063869963568,125,41,0.501224307522703,0.0448308649438409,0.0780606430775153,0.0069819561715469,12.6544138834818,1.1318451863553,2019-07-16 00:00:00,197,167,55.70733625,-133.342392083333,31.7166666666667
2019,"AK","D",134.666666666667,52.6139894330203,2.19224955970918,0.38375,0.425,0.19125,22.9396666666667,0.00835,0.00022898580647762,0.000390533439994255,480.816666666667,28.863675650039,4.93333333333333,96.0666666666667,8.87511480687709,0.818965517241379,0.106519725492735,22.1181330541983,1.8799321999931,116,22,0.386717241518343,0.0359057944713227,0.107753639563938,0.0100046742693168,10.732125572135,0.996452843738097,2019-07-17 00:00:00,198,168,55.2490050833333,-132.8814375,31.85
2019,"AK","E",485.5,164.043737539983,6.83515573083264,0.549583333333333,0.259166666666667,0.174166666666667,11.0530447035,0.0044,0.00103482568776102,0.00115553500689083,327.166666666667,21.8901165612505,3.38333333333333,71.4333333333333,5.20492325146489,0.65546218487395,0.17656172519525,10.6096577343109,1.46052590625546,119,14,0.477226712813003,0.0437473010377394,0.147893687848965,0.0135573921371106,6.36765854268731,0.583722301567031,2019-07-18 00:00:00,199,169,55.59760925,-133.162837666667,29.3333333333333
2019,"AK","F",204.666666666667,83.2861315594915,3.47025548164548,0.495833333333333,0.490833333333333,0.0216666666666667,9.03956127831333,0.00123333333333333,3.36041465165188e-05,0.00014989873940721,282.4,19.2319537743052,3.26666666666667,75.1666666666667,5.26342472604513,0.608333333333333,0.204018190909988,8.87876375846833,1.00738065872333,120,9,0.490169467064787,0.0447461456852782,0.174000407578903,0.015883991374343,5.53992195566949,0.505723370323052,2019-07-19 00:00:00,200,170,55.28337525,-133.333575,32.45
2019,"BC","A",859.333333333333,330.690274987056,13.778761457794,0.992916666666667,0.00541666666666667,0.00166666666666667,19.5916885709667,0.000206666666666667,1.91785364427472e-05,1.91785364427472e-05,752.733333333333,53.3101300100255,3.73333333333333,161.5,12.4958613838398,0.458333333333333,0.117679496631086,23.8043642103083,1.11144279774833,120,6,0.500350017543742,0.0456754985428021,0.12454454600552,0.0113693095435772,11.5100912886093,1.0507227729525,2019-07-29 12:00:00,210,180,51.6450616666667,-128.119533333333,27.9433333333333
2019,"BC","B",156.666666666667,67.3851142552152,2.8077130939673,0.78695652173913,0.204347826086957,0.00869565217391304,56.4356666666667,0.001455,1.68570636423644e-05,2.20315324250195e-05,1236.27586206897,38.5191324307595,6.93103448275862,241.068965517241,6.43445543529275,0.25,0.0611000324194513,58.9935586263033,0.81597210275,120,34,0.434828276739336,0.0396942093018722,0.0429787944928188,0.00392340920634928,22.5102312189332,2.05489356887779,2019-07-31 00:00:00,212,182,51.7707290833333,-128.059970583333,26.6283333333333
2019,"BC","C",488,261.761258634159,10.9067191097566,0.904166666666667,0.05875,0.0370833333333333,21.057,0,0,0,571.9,50.2389085374522,4.96666666666667,113.666666666667,9.87255959466397,0.291666666666667,0.146366217999575,21.1945375412933,1.206538459135,120,34,0.456435464587638,0.0416666666666667,0.114154608463936,0.0104208423498113,13.3323161841502,1.21706838630838,2019-08-01 00:00:00,213,183,51.8080516666667,-128.236965,30.09
2019,"BC","D",1080.66666666667,996.231973451734,41.5096655604889,0.93875,0.0354166666666667,0.0258333333333333,18.943,0.00266333333333334,0.000113986436185004,0.00014878331469138,592.366666666667,42.7042619029334,3.83333333333333,117.206896551724,7.9912719218778,0.216666666666667,0.169502946325853,18.2558569642217,0.64728753292,120,26,0.413700929880214,0.0377655552260427,0.116576626935894,0.0106419413751089,12.3904645420971,1.13108948794575,2019-08-02 00:00:00,214,184,51.9240358333333,-128.469910833333,31.6766666666667
